Movie Title,url,imdb_id,Release,Genres,Cast,Crew,Ratings,Votes,Plot,Popularity,Age of Content
Chand Sa Roshan Chehra,https://www.imdb.com/title/tt0466367,466367,None,['Romance'],"['Samir Aftab', 'Talat Aziz', 'Tamannaah Bhatia']","['Shahab Shamsi', 'Salim', 'Jalees Sherwani', 'Karim Khatri']",4.7,63.0,Teen lovers are separated by parental snobbery; their efforts to reunite drive the plot.::Kiran Mascarenhas,2.3509,NaN
Classic  Dance of Love,https://www.imdb.com/title/tt0454433,454433,None,['Drama'],"['Mithun Chakraborty', 'Meghna Naidu', 'Vikas Bhardwaj']","['Babbar Subhash', 'Bappi Lahiri', 'Manoj Shaw']",4.7,58.0,"An orphaned and homeless girl ends up in a dancing school run by Sitaradevi and is named Doli, and is taught all forms of dance. When she matures she meets with London-based Suraj J. Malhotra and both fall in love with each other. Suraj is mesmerized by Doli's beauty and cannot live without her. When his father finds out that his son is wooing a prostitute, he is enraged, and contacts influential Dr. Ramgopal Acharya, to end this relationship so that he can get his son to get married to Damini, the daughter of wealthy Rajvansh. Ramgopal sets about to end this relationship and succeeds, with Suraj returning to London, while Sitaradevi is arrested by the Police for killing a man named Chowdhury, leaving Doli homeless. She seeks shelter in Ramgopal's ashram, where she is allowed entry reluctantly with hopes that she will leave soon. Then the inevitable happens when Ramgopal himself starts getting attracted to Doli's beauty, so much so that he is even willing to give his celibacy, his theory about sex before marriage, as well as prevent anyone from even coming near her!!::rAjOo (gunwanti@hotmail.com)",2.3508285714285715,NaN
Indian Babu,https://www.imdb.com/title/tt0348644,348644,07 Mar 2003 (UK),"['Drama', 'Romance']","['Jaz Pandher', 'Gurleen Chopra', 'Mukesh Rishi']","[""Lawrence D'Souza"", 'Surjit Pandher', 'Shravan Rathod']",4.5,56.0,"When Dil (Gurleen Chopra) is engaged to Abhay (Rajat Gowda), son of Thakur Suraj Pratap Singh (Mukesh Rishi), then only their father Sharad Babu (Alok nath) and others learn that she has a hole in her heart. Karan Thakur (Mohan Joshi), The London based uncle of Abhay, takes Dil for heart surgery in London; Dil meets Jeet (Jaz) and falls in love. As Dil gets cured, Abhay brings Dil back to India. Kamlesh Chug (Rajive Verma), father of Jeet feels the pain of his son and sends Jeet to India to get his love. Jeet is hoping to create a situation where Sharad Babu will break Dil's engagement himself, but prior to that Abhay finds out about their affair. He won't allow his ego to get hurt. On another hand Jeet meets his real mother and learns that Suraj Thakur assassinated his real father, but before he could do something, he is asked by his real mother never again to see Dil. New found mother's order and Abhay's determination to marry Dil. Jeet has lost his love. His Dil, but no.... the love wins at last.::gavin@sunny_deol2009@yahoo.com",2.2508,18 years
Faasle,https://www.imdb.com/title/tt0089119,89119,27 Sep 1985 (India),"['Drama', 'Romance']","['Sunil Dutt', 'Rekha', 'Rohan Kapoor']","['Yash Chopra', 'Sachin Bhowmick', 'Hariprasad Chaurasia', 'Manmohan Singh', 'Keshav Naidu']",4.5,75.0,A story of the blind sense of duty of the elders and the self-confidence and arrogance of the young. Both think they are right for the sake of love.::Official Source,2.2510714285714286,36 years
Beqabu,https://www.imdb.com/title/tt0350604,350604,13 Oct 1996 (India),"['Action', 'Drama', 'Family', 'Romance']","['Sanjay Kapoor', 'Mamta Kulkarni', 'Amrish Puri']","['N. Chandra', 'Anu Malik', 'Damodar Naidu']",4.2,67.0,"Raja a conman, born in a ordinary middle class family but brought upon the streets. Lived a solitude life with just friend D.P and Dadu his guardian who raised him and to earn his living taught the art of corning.Once in a bank dacoity Raja comes across ferocious International mercenary terrorist Jhanjhar Singh who falls behind Raja's life. To save Raja from Jhanjhar Singh and arrest him S.P. Aarajeet Bakshi shelters Raja in Rashmi's house where they fall in love at first sight and become Beqabu for each other. Rashim's parents give Raja all the affection he has missed but are not able to give their daughter's hand in marriage. Raja's witness helps the law to sentence Jhanjhar. But Rashmi's parent disagree to Raja and Rashmi's marriage. Thus they both run away from their house but are not able get away from Jhanjhar Singh's men who are behind Raja's life. In a attack to kill Rashmi is injured. Love is not only getting but also sacrificing for one's beloved. Thus Raja to keep Rashmi away from his enemy goes far away from her.The reminiscence of past life come back with bigger problems and surrounds Raja, Rashmi, D.P and S.P. Raja can escape from this be he has larger goals to achieve. That is to finish the terrorists who are spreading terror in India. These mercenary terrorists are using human bomb to kill important personalities thus to combat with them Raja puts his life on stake.::gavin@sunny_deol2009@yahoo.com",2.1009571428571427,25 years
Pyaar Ka Saaya,https://www.imdb.com/title/tt0399530,399530,29 Nov 1991 (India),['Drama'],"['Amrita Singh', 'Rahul Roy', 'Sheeba']","['Vinod K. Verma', 'Babbar Subhash', 'Mushtaq Merchant', 'Shravan Rathod', 'Aloke Dasgupta', 'Mangesh Chavan']",4.1,64.0,"Uncredited remake of ""Ghost"". Dead man's spirit, unable to bear separation from his wife, communicates to her through a wacky medium.::Ravenus, India",2.0509142857142857,30 years
Heeralal Pannalal (1999),https://www.imdb.com/title/tt0317641,317641,22 Oct 1999 (India),"['Drama', 'Action', 'Comedy', 'Crime']","['Mithun Chakraborty', 'Johnny Lever', 'Payal Malhotra']","['Kawal Sharma', 'Anand Raj Anand', 'Anil Sehgal', 'A. Muthu']",4.2,74.0,"Two sets of twins, both named Heeralal and Pannalal, set out in search of love and adventure, quite unaware of the presence of the other set.::Rajoo",2.101057142857143,22 years
Do Ankhen Barah Hath,https://www.imdb.com/title/tt0251053,251053,11 Jul 1997 (India),['Drama'],"['Arman Khan Achakzai', 'Ishrat Ali', 'Sadashiv Amrapurkar']","['Kirti Kumar', 'Sashee Prabhoo', 'Aadesh K. Arjun', 'Bappi Lahiri', 'Kuldip K. Mehan']",4.2,68.0,Gangster Vishwanath Dayaram arranges his sister Sharda marriage with fellow gangster and garage owner Nano but is enraged when he find out that she is in love with poor Vinod Kumar and wishes to marry him prompting him to murder Vinod in broad daylight. The situation turns hyper when he gets to learn that Sharda is pregnant with Vinod's child instructing his men to do away with her but she manages to elude them only to give birth to a baby boy who in turn is separated from her. 20 years later she gets re-united with her son who now calls himself Sagar - she confides her story to Sagar who promises to settle scores with Vishwanath.::gavin (racktoo@hotmail.com),2.1009714285714285,24 years
Bullet: Ek Dhamaka,https://www.imdb.com/title/tt0483239,483239,04 Feb 2005 (India),"['Action', 'Drama']","['Saayli Buva', 'Natalya Gudkova', 'Iqbal Khan']","['Irfan Khan', 'Alexander Peytchev', 'Anand Raj Anand', 'Emil Christov', 'Mohammed Rafique']",3.6,57.0,"Intelligence in India is seriously concerned over leaked reports of a massive terrorist attack on January 26th, Independence Day. They assign Agents Bobby and Arjun Singh to infiltrate the terrorists, known to be operating from Sofia, the Capital of Bulgaria. Bobby and Arjun accordingly accept this assignment, but Arjun quits when he finds out that Don Raja, a Bulgarian businessman, who had risen to power as a corrupt Nasik Police Inspector, may be the mastermind behind these terrorist attacks. After resigning, he decides to go after Don Raja on his own as he has a personal score to settle with him, with a bullet in his gun with Raja's name on it. But the wily Raja is way ahead of Arjun, he soon has him enmeshed in a web of lies and deceit, so much so that Arjun is unable to differentiate as to who is a terrorist, an Indian Agent, or an ordinary civilian, and soon Arjun is himself arrested by the Bulgarian police - as a terrorist suspect. It looks like Don Raja is going to have this way after all.::rAjOo (gunwanti@hotmail.com)",1.8008142857142857,16 years
Sachaai,https://www.imdb.com/title/tt0316521,316521,None,"['Drama', 'Comedy', 'Action', 'Crime']","['Shammi Kapoor', 'Sadhana', 'Sanjeev Kumar']","['K. Shankar', 'M.C. Ramamurthy', 'Rajendra Krishan', 'Jaikishan Dayabhai Panchal', 'Sudhin Mazumdar', 'K. Sankunny']",7.3,67.0,"Ashok and Kishore (Shammi Kapoor and Sanjeev Kumar respectively) are two room-mates, living in a hostel. While Ashok takes to crime and dishonesty, Kishore is honest to a fault. When Kishore finds that his dad (Rajan Mehra) has been taking bribes, he leaves home angrily. Ashok and he disagree on a number of issues, mainly involving honesty, and both agree to meet each other after a period of three years, and see what life has had an effect for them. Kishore gets into bad company inadvertently, and is unable to free himself, and gets deeper and deeper into crime. While Ashok realizes it is not worthwhile to pursue a criminal career, and becomes a police inspector. Kishore is now known as the notorious Baghi Sitara, and Ashok is assigned the task of apprehending him. The two do not know who the other is. Kishore comes to know of this assignment and his men kidnap Ashok, but Ashok manages to escape. Kishore must kill Ashok in order to carry out his nefarious activities. After three years the two have an emotional meeting, delighted to see other. What will be the outcome when they come to know that they each other's mortal enemies?::rAjOo (gunwanti@hotmail.com)",3.6509571428571426,NaN
Footpath (1953),https://www.imdb.com/title/tt0132166,132166,None,"['Comedy', 'Crime', 'Drama']","['Dilip Kumar', 'Meena Kumari', 'Ramesh Thapar']","['Zia Sarhadi', 'Timir Baran', 'M. Rajaram', 'Shivaji Awdhut']",7.5,66.0,"To get rich quickly, a Journalist becomes a black-marketeer.::rAjOo (gunwanti@hotmail.com)",3.7509428571428574,NaN
Sanjh Aur Savera,https://www.imdb.com/title/tt0139584,139584,None,"['Drama', 'Family']","['Meena Kumari', 'Guru Dutt', 'Mehmood']","['Hrishikesh Mukherjee', 'Sevantilal Shah', 'Dhruva Chatterjee', 'Jaikishan Dayabhai Panchal', 'Jaywant Pathare', 'Das Dhaimade']",7.0,55.0,"Dr. Shankar Chaudhry lives a wealthy lifestyle in Bombay with his widowed mom, Rukmini, and younger sister, Manju. His mom would like him to get married to Ambala-based Advocate Madhusudan's daughter, Maya, even though neither of them have seen her. Shankar does agree to this marriage; the marriage takes place, the bride faints after the formalities; she is looked after by her cousin, Prakash, and Madhusudan; she recovers, and the next day she accompanies Shankar to his home. On the very first night she informs him that since she is undergoing a Holy Fast, she must refrain from any sexual activity. A few days later, Prakash arrives to take her to Banaras where her dad has re-located. Shankar accompanies them and get re-married to her at Bhagwan Vishwanath's Temple. Thereafter, both get intimate and soon Maya becomes pregnant. One day Shankar comes home to find both Prakash and Maya missing. He searches for them, but is unable to locate them. It is then he finds out that the woman claiming to be his wife is not the daughter of Madhusudan, and may well have eloped with Prakash - who is not her brother. Watch as events unfold and the impact this discovery has on Shankar and the rest of his family.::rAjOo (gunwanti@hotmail.com)",3.500785714285714,NaN
Ek Nai Paheli,https://www.imdb.com/title/tt0154446,154446,29 Jun 1984 (India),['Drama'],"['Raaj Kumar', 'Hema Malini', 'Kamal Haasan']","['K. Balachander', 'Subba Rao P.', 'Inder Raj Anand', 'Laxmikant Shantaram Kudalkar', 'Lokanathan B.S.', 'N.R. Kittu']",6.7,63.0,"Bhairavi, a renowned singer, sees a revolutionary Sandeep badly injured and takes him home for treatment. Sandeep had left his father Upendra as Sandeep had taken to terrorism. He hated women and music, but Bhairavi's company mellowed him and he fell in love with her. She was, however, a mother of Kajvi by a spouse Avinash who had ditched her. Kajri started living with Upendra and their affection turned into love. Avinash, who had been suffering from blood cancer, suddenly returned before Bhairavi was to marry Sandeep. These unusual marriages were now averted.::gavin@sunny_deol2009@yahoo.com",3.3509,37 years
Palay Khan ,https://www.imdb.com/title/tt0424339,424339,1986 (India),"['Action', 'Thriller']","['Jackie Shroff', 'Poonam Dhillon', 'Farha Naaz']","['Ashim S. Samanta', 'Shakti Samanta', 'Rahul Dev Burman']",6.5,56.0,"The British government have taken over there rule in a deserted region in India. But some of the people there strive for freedom; one of those brave freedom fighter is Palay Khan, who owes his intelligence to the entire region. When British soldiers attack he is always present to defend and now he and his gang is wanted by the British, no stone is leave unturned to catch him but all ways prove fertile until one day a British Officer by the name of Gulbar Khan manages to adduct one of Palay Khan loyal associates, Amar Singh and held him captive until Palay Khan surrenders. But in retaliation Palay and his gang kidnap Helen the daughter of British General Bonz, but eventually Palay and Helen fall in love. This love might as well bring about the change in hatred for love between the British government and the freedom fighters.::raj (krazymonster@ymail.com)",3.2508,NaN
Meri Aawaz Suno,https://www.imdb.com/title/tt0359688,359688,23 Nov 1981 (India),"['Action', 'Crime', 'Drama', 'Thriller']","['Jeetendra', 'Hema Malini', 'Om Shivpuri']","['S.V. Rajendra Singh Babu', 'Aadi Sheshagiri Rao Ghattamaneni', 'Laxmikant Shantaram Kudalkar', 'P.S. Prakash', 'Gopal Rao K.']",6.6,62.0,"Sushil Kumar lives a middle-class lifestyle in Riksapur in the District of Bhagalpur, located in a country called Mundustan, along with his widowed mom, Kamini, an unmarried sister, Shobha, and his pregnant wife, Sunita. Shobha falls in love with a wealthy man named Kumar, introduces him to her family, gets their approval and gets married. Shortly thereafter she disappears, and the Kumar family realize that Shobha has been abducted by her husband, who belongs to a gang of of women-kidnappers. Sushil is determined to find her whereabouts, gets a job with the Police as a Sub-Inspector, does his work honestly and diligently and is publicly honored. Thereafter he is assigned by CBI Officer Sangram Singh to a secret mission to locate and apprehend smugglers, thieves, and women abductors, which can only be done after he dons the guise of jailed gangster Kanwar Lal, his look-alike. Sushil accepts this assignment in the hopes of being re-united with his sister - not knowing that he is putting not only his very own life but also the lives of Sunita and Kamini in serious danger.::rAjOo (gunwanti@hotmail.com)",3.300885714285714,40 years
Kaala Sona,https://www.imdb.com/title/tt0073224,73224,29 Jul 1975 (India),"['Action', 'Thriller']","['Feroz Khan', 'Parveen Babi', 'Prem Chopra']","['Ravikant Nagaich', 'Harish Shah', 'Harish Khatri', 'Rahul Dev Burman', 'Bimal Roy Jr.']",6.4,69.0,"Multi-millionaire businessman, Rakesh gets word from his servant, Ramdas that his father has been killed several years ago by a bandit named Poppy Singh and that Poppy Singh is still alive but is declared dead by the local police. Rakesh then swears to avenge his dad's death and this become the motive of his life; in order to locate Poppy's hide-out Rakesh travels to a mountainous region. He takes lodging in a house belonging to Thakur Ranjit Singh only to fall in love with his daughter, Durga; meanwhile Rakesh befriend an enemy of Poppy whose name is Shera. Through Shera Rakesh is able to locate Poppy's hide-out which is in an old mountain cave. Unfortunately before he could take action on Poppy Singh Shera is abducted by Poppy's men. Ironically Poppy's business has developed into cocaine over the years whereby Shera and all Poppy's hostages are forced to work as slaves. In order to rescue Shera and to avenge the death of his dad at an appropriate time Rakesh is forced to work for Poppy Singh by gaining his trust and by enlisting himself as a member of the gang.::gavin (racktoo@hotmail.com)",3.2009857142857143,46 years
Hum Dono (1985),https://www.imdb.com/title/tt0087434,87434,22 Mar 1985 (India),"['Comedy', 'Family', 'Musical', 'Romance']","['Rajesh Khanna', 'Hema Malini', 'Reena Roy']","['B.S. Glaad', 'Fruitee Glaad', 'Rahul Dev Burman', 'G.Or. Nathan']",6.6,60.0,"Raja (Khanna) discovers that his face is similar to that of Dr. Shekhar, one of the top earning doctors of Bombay. He somehow manages to take his place, but discovers that even Dr. Shekhar has problems of his own.::karanbhai2005",3.3008571428571427,36 years
Zor Lagaa Ke...Haiya!,https://www.imdb.com/title/tt1479857,1479857,12 Jun 2009 (India),"['Comedy', 'Drama', 'Family']","['Meghan Jadhav', 'Mithun Chakraborty', 'Riya Sen']","['Girish Girija Joshi', 'Furqan Qureshi', 'Kumar Bapi', 'Hari Nair', 'V.N. Mayekar']",6.0,66.0,"Children build a tree-house to spy on a beggar, than seek his help against a builder.::rAjOo (gunwanti@hotmail.com)",3.0009428571428574,12 years
Saveray Wali Gaadi,https://www.imdb.com/title/tt0156052,156052,07 Mar 1986 (India),['Drama'],"['Sunny Deol', 'Poonam Dhillon', 'Prem Chopra']","['Bharathiraja', 'Prem Kajla', 'Rahi Masoom Reza', 'Rahul Dev Burman', 'B. Kannan', 'David Dhawan']",6.2,61.0,"Ravidas (Sunny Deol) lives in a village in rural India. He is the son of Chediram (Dr. Shreeram Lagoo) who is of highly respected in the village. Ravidas falls in love with Jyoti (Poonam Dhillon). Their love becomes known in the village. Because of differences of caste, the villagers are opposed to Ravidas marrying Jyoti. Chediram commits suicide due to the shame his son has brought upon him. Ravidas is a gifted poet, but he cannot fulfill his dream of being recognized as a great poet, his poems being published and shown to the world, because he lives in a village. So he decides to go to the city to fulfill his dreams and to eventually marry Jyoti. In the city he recovers the purse of a young lady from a thief. The young lady turns out to be the daughter of a big newspaper publisher. The newspaper publisher hears of Ravidas's talent for poetry through his daughter. He publishes some of Ravidas's poems in a column in his newspaper. Ravidas starts becoming famous and his dream is fulfilled. He communicates to Jyoti by writing on the side of the morning express train, hence the title of the film Saveray Wali Gaadi. Jyoti reads these message each morning hoping for the time when Ravidas will return and take her away with him.::Anonymous",3.1008714285714287,35 years
Karishma Kudrat Kaa,https://www.imdb.com/title/tt0496523,496523,1985 (India),"['Action', 'Drama']","['Rati Agnihotri', 'Urmila Bhatt', 'Mithun Chakraborty']","['Sunil Hingorani', 'Arjun Hingorani', 'Anandji Veerji Shah']",6.1,64.0,"Vijay is a simple-minded widower who lives in a small rural town in India with his unmarried sister, Radha; his son; and his widowed mom. Radha is soon to be married to Sub-Inspector Raj. One day Vijay witnesses a killing of a young child by notorious bandit Bhagad Singh, and chides him. As a result, Bhagad and his gang severely beat him up, and only spare his life after Vijay's mom begs them to forgive him. But Lala Dayaluram hires Bhagad to ensure that Vijay and his family leave the town, and when they refuse Vijay is abducted, severely beaten and left for dead. An escaped convict and killer named Karan, who happens to be Vijay's exact look-alike, sees the unconscious Vijay, and decides to assume his identity, stabs him, and throws him to his death from atop a cliff. Karan then goes to live with his family. The motive for Karan to live here is merely to hide under Vijay's name until the police give up their manhunt for him. No one really notices the change in Vijay. Karan starts to frequent the nearby brothel run by Kammobai, and soon realizes that he can make a lot of money by selling young women to her. His first target that he intends to lure to Kammobai is none other than Radha, Vijay's sister. This is just one of the destructive methods he intends to employ in his new identity and there is no one who can dare to suspect nor stop him.::rAjOo (gunwanti@hotmail.com)",3.0509142857142857,NaN
Zindagi Khoobsoorat Hai,https://www.imdb.com/title/tt0340464,340464,04 Oct 2002 (Ireland),"['Drama', 'Family']","['Gurdas Maan', 'Tabu', 'Ashish Vidyarthi']","['Kajal Naskar', 'Manjeet Maan', 'Anand Raj Anand', 'Ravi Bhat', 'Omkar Bhakri']",5.5,57.0,"Murad Hussein and Gul Baloch have been enemies for years. Murad would like to propose a truce so that the two families become friends again, and for this occasion he has chosen to marry his brother to Gul's sister. The wedding is arranged and Gul and his family are accordingly invited. Gul does attend the wedding, bless the couple, and when night came, he and his accomplices brutally kill every male in the household, including his very own brother-in-law. Gul's sister loses her sanity, and is taken back home, where he lives with his daughter, Jameela. Gul's sister gives birth to a baby boy, Yusuf Zayed. Years later, Jameela has grown up, albeit disabled with a thinking of a one year old in the body of a nine year old. She is fascinated by aspiring Bollywood singer, Amar, and Gul abducts him and makes him Jameela's companion. In the meantime, Yusuf finds out that his mother has been feigning mental illness, and is able to recollect everything that happened on her wedding night. She asks Yusuf to kill Gul and Jameela, to which Yusuf agrees. The question remains, will Yusuf be able to kill his very own maternal uncle, and cousin, with the same cold-bloodlessness as Gul had displayed several years ago, or will employ some other means?::rAjOo (gunwanti@hotmail.com)",2.7508142857142857,19 years
Hitler (1998),https://www.imdb.com/title/tt0109967,109967,None,"['Documentary', 'Short']",[],['Johannes Rosenberger'],7.8,6.0,"The film Günther 1939 (Heil Hitler) consists of ""found footage"" derived from an amateur film from 1939. The re-working of the material by Johannes Rosenberger is a protest: sheer indignation, and unsubtle, with good reason.::Sixpack Film <office@sixpackfilm.com>",3.9000857142857144,NaN
Tirchhi Topiwale,https://www.imdb.com/title/tt0396255,396255,1998 (India),"['Comedy', 'Drama', 'Musical', 'Romance']","['Inder Kumar', 'Chunky Panday', 'Monica Bedi']","['Nadeem Khan', 'Jeetendra Gulati', 'Babu Latiwala', 'Anand Raj Anand', 'Vasant Narvekar']",5.0,61.0,"Anand (Chunky Pandey) is a small-time con artist. He has fallen in love with a rich and wealthy girl, Shikha Oberoi. Shikha also has fallen in love with Anand, but her parents want her to marry Amit Mehra (Inder Kumar). On Amit's arrival, Anand tries to influence him by force to abandon any thoughts of Shikha, but he is unsuccessful. Amit, on a chance meeting with Sanam (Ritu Parna), falls in love with her. But Sanam does not appreciate him. The family's elders ask the youngsters to go for military training with a very strict and intimidating trainer, Kadak K. Pillay (Johnny Lever), with hopes that this will straighten them.::rAjOo (gunwanti@hotmail.com)",2.5008714285714286,NaN
Ramgarh Ke Sholay,https://www.imdb.com/title/tt0271138,271138,21 Jun 1991 (India),"['Action', 'Comedy', 'Crime', 'Drama', 'Romance']","['Kishore Bhanushali', 'Dinesh Hingoo', 'Amjad Khan']","['Ajit Dewani', 'Rajendra S. Jariwala', 'Anu Malik', 'Manish', 'A. Muthu']",4.7,66.0,"Two imposters of well-known actors turn up to save the village from the terror of the local ruffian, Gabbar! But will they succeed?",2.3509428571428574,30 years
G Kutta Se,https://www.imdb.com/title/tt4307132,4307132,None,['Drama'],"['Rajveer Ankur Singh', 'Neha Chauhan', 'Vibha Tyagi']","['Rahul Dahiya', 'Danish Raza', 'Peter Broderick', 'Alok Shrivastav', 'Sandeep Singh Bajeli']",8.3,51.0,"Set in the badlands of Haryana, known for high rates of female foeticide, G Kutta Se explores the murky world of sexual transgression and honour killings in India.",4.150728571428572,NaN
Panchlait,https://www.imdb.com/title/tt7571718,7571718,17 Nov 2017 (India),['Drama'],"['Amitosh Nagpal', 'Yashpal Sharma', 'Brijendra Kala']","['Prem Prakash Modi', 'Pramod Goyal', 'Phanishwar Nath Renu', 'Supratim Bhol', 'Sanjib Datta']",8.5,102.0,"Set in either the 1950s or 1960s, Panchlait tells the story of a small village in North India that still has no electricity and its people live in darkness, engrossed in its own little sorrows and joys. Godhan, who belongs to the Mahato Tola of the village, is outcast from the village after he refuses to pay any part of his inheritance to the village and is falsely accused by Munri's mother for singing inappropriate Hindi songs for Munri. However, the day that the tola decides to celebrate by bringing in their own panchlight, the sarpanch realises that no one from the tola apart from Godhan knows how to light the petromax. Keeping aside his ego, the Sarpanch annuls Godhan's punishment and sends a word for him, who finally becomes a part of the tola and also helps the village in being lit up, becoming the hero in everyone's eyes. Panchlight (pronounced as ""panchlait"") written by Phanishwar Nath 'Renu' also known as Petromax is a kerosene lamp which uses paraffin in it and then a hand pump is used to pressurize it, in order to light it up. Panchlight plays an integral part for the people of the village who have recently acquired it from a fair. The innocence and simple-mindedness of the villagers could be observed through the superstitions which surround the lamp and through the depiction of their struggles and actions when they are subjected to modern technology.::Sudhanshu",4.251457142857143,4 years
Love Marriage (1959),https://www.imdb.com/title/tt0245239,245239,None,['Romance'],"['Dev Anand', 'Mala Sinha', 'Abhi Bhattacharya']","['Subodh Mukherji', 'Jaikishan Dayabhai Panchal']",7.6,71.0,"Sunil Kumar rents a room in the city where he is to play cricket for the home team. He meets with the landlord's daughter, who instantly dislikes him. But after watching him play cricket, she falls in love with him, and both decide to get married. After the marriage both decide to re-locate and do so, living harmoniously for sometime, before differences arise, threatening to break up their ""love marriage"".::rAjOo (gunwanti@hotmail.com)",3.8010142857142855,NaN
Chor Aur Chaand,https://www.imdb.com/title/tt0448413,448413,11 Aug 1993 (India),"['Action', 'Adventure', 'Drama', 'Romance']","['Aditya Pancholi', 'Pooja Bhatt', 'Aruna Irani']","['Pavan Kaul', 'Aditya Pancholi', 'Nikhil', 'Promod Pradhan', 'Afaque Husain']",6.9,60.0,"Reema lives a wealthy lifestyle with her widowed businessman dad, Dinkar, and her grandma. Her dad wants her to marry Vicky, but she dislikes him. On the day of the marriage, while fully dressed as a Hindu bride, Reema plans to run away. It is at this time that she see's a stranger in her house, thinking it is her dad's employee, she tries to run from him, but he catches up with her. He tells her that his name is Suraj alias Surya, an ex-convict, who has just been released from prison. As he had no money, he as unable to eat anything, and hence had broken into their house to steal money and jewelery. While on the run, they are also joined by Hero, who had attempted to rob a bank so that he could go to Bombay and become a movie star. His attempt at robbing the bank had failed and he is now on run from the police. When Dinkar is told that Reema has run away, he contacts a local gangster named Lala and asks him to locate her. Lala, in his turn asks Ranga, one of his hoodlums, to find Reema. Ranga finds out where Reema, Hero and Suraj are holed up. At the same time, Inspector Naik also finds out their whereabouts. But Naik has a different reason for locating them - he has a score to settle with Suraj, and wants Reema for himself. There is no doubt at all that Reema, Suraj and Hero are headed for nothing but trouble, as the gangster and their men on one hand, and Inspector Naik on the other, close in on them, making their escapade virtually impossible.::rAjOo (gunwanti@hotmail.com)",3.450857142857143,28 years
Hum Hindustani,https://www.imdb.com/title/tt0053928,53928,None,"['Drama', 'Family']","['Sunil Dutt', 'Joy Mukherjee', 'Asha Parekh']","['Ram Mukherjee', 'Sasadhar Mukherjee', 'Anand Dutta', 'Usha Khanna', 'Pratap Sinha', 'J.S. Diwadkar']",7.1,64.0,"Surendra Nath and Satyendra Nath are two brothers who live in an old palatial home with their dad, mom, and sister. The Nath family is undergoing hard times as their property is under dispute, and a unfavorable decision by the courts, causes the family to lose face in the community. To make matters worse, Satyendra is arrested by the police for theft of Rs.10,000/- from his workplace. Satyendra thinks his brother stole the money, and is covering up for him, while the rest of the family is shocked and dismayed at this turn of events. All eyes and ears are now on the decision of the Court, which will decide who is guilty in the eyes of the law.::rAjOo (gunwanti@hotmail.com)",3.5509142857142857,NaN
Devata (1978),https://www.imdb.com/title/tt0363563,363563,03 Nov 1978 (India),"['Drama', 'Family']","['Sanjeev Kumar', 'Shabana Azmi', 'Rakesh Roshan']","['S. Ramanathan', 'Haresh Bhatia', 'Gulzar', 'Rahul Dev Burman', 'Nando Bhattacharya', 'Waman B. Bhosle']",7.1,59.0,"Tony's daughter Mary gets intimate with a college friend. When he refuses to marry Mary even on Tony's insistence, he is killed by mistake. Shortly after this, the police come looking for Tony, to charge him with murder, and Tony disappears. Mary gives birth to a daughter, Lily, and lives with Dr. Shambhunath and his wife. Years later, Tarun Kumar enters Mary's life and identifies himself as Tony. Mary is delighted and relieved. Unfortunately for Tony, Police Inspector Lawrence also recognizes him, and it is then Tony must decide to run away again or face arrest and imprisonment.::rAjOo (gunwanti@hotmail.com)",3.550842857142857,43 years
Shriman Satyawadi,https://www.imdb.com/title/tt0054302,54302,None,"['Action', 'Crime', 'Drama', 'Romance']","['Raj Kapoor', 'Shakila', 'Mehmood']","['S.M. Abbas', 'Mahipatray Shah', 'Dattaram Wadkar', 'Jayendra Kapadia', 'Ramchandra Mahadik']",7.0,76.0,An orphan refuses to lie to further his and others' careers.::rAjOo (gunwanti@hotmail.com),3.5010857142857144,NaN
Jwaar Bhata,https://www.imdb.com/title/tt0357819,357819,02 Nov 1973 (India),"['Drama', 'Family']","['Saira Banu', 'Dharmendra', 'Sujit Kumar']","['Adurthi Subba Rao', 'Hargobind Duggal', 'Rajendra Krishan', 'Laxmikant Shantaram Kudalkar', 'Roy P.L.', 'G.G. Krishna Rao']",6.6,70.0,"Widowed and wealthy Durgadas Prasad is the sole owner of Shriman Mills. He has one son, who falls in love with a woman from a poor family. This disappoints Durgadas and he asks his son to leave. His son leaves, gets married, and soon has a son. Unfortunately, Durgadas's son does not live for long, leaving his wife and son destitute. Durgadas has a change of heart and goes around looking for his son and his family, but in vain. Years later Durgadas is much more older and not expected to live long. He recruits a Secretary, Gayetri, who looks after him. Then when his relatives insist that he adopt his distant nephew, Anokhey, he agrees, only to have Gayetri bring home a young man, Billoo, who operates a simple Dal Roti restaurant. Durgadas is jubilant when he verifies that Billoo is indeed his grandson and throws a grand party. After the party, Durgadas passes away, leaving everything in Billoo's hands. Billoo changes his name to Balraj and starts to look after his grandfather's business. Durgadas's relatives, Iqbal Nath, his daughter, Rekha; a cousin, Satwani, and her son, Anokhey; along with Advocate Ramesh Khanna, conspire with each other and concoct of plan - a plan so devious that will not only entrap Billoo and Gayetri in it - but also make them loathe the day they met Durgadas.::rAjOo (gunwanti@hotmail.com)",3.3009999999999997,48 years
